Nquest;Indicaçãodedataehora;@1.ParacomeçarselecioneemqualcategoriadeusuáriodoSistemadeBiblio;@2.Informequaloseusexo;@3.Casosejaalunoaselecioneacategoriadeensinodoseucurso;@4.Selecioneemqualáreadoconhecimentooseucursoestáinserido;@5.Selecioneasbibliotecasquevocêfrequenta;@6.Possuialgumtipodedeficiência;@7.Sesimselecionequaléasuadeficiência;@8.QualisdosserviçoseourecursosoferecidospelaBibliotecaUniversit;@9.Emquaisdosseguintescanaisvocêidentificaadivulgaçãodosserviços;@10.VocêjáacessouapáginadabibliotecanaInternet;@11.Vocêtemrecebidoasnotificaçõesemitidasautomaticamentepelosist;@12.Qualoseugraudesatisfaçãoemrelaçãoaocatálogoonline;@13.QualoseugraudesatisfaçãoemrelaçãoaoPortaldePeriódicosdaCAPES;@14.QualoseugraudesatisfaçãoemrelaçãoàBibliotecaDigitaldeTeseseD;@15.QualoseugraudesatisfaçãoemrelaçãoaoRepositórioInstitucionalR;@16.Osserviçoseourecursosdepesquisadisponibilizadospelapáginadab;@17.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@18.Ohoráriodefuncionamentonasbibliotecasquevocêfrequentatematen;@19.Qualoseugraudesatisfaçãocomacordialidadeeouempatiaporpartedo;@20.Vocêjánecessitoudoauxíliodosservidoresdobalcãodeempréstimoda;@21.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@22.Vocêjáfoiatendidoporalgumabibliotecárioanasbibliotecasquevoc;@23.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@24.Vocêjánecessitouseratendidopeloserviçodecomutaçãobibliográfi;@25.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@26.Qualoseugraudesatisfaçãoquantoàeficiêncianaemissãodedeclaraç;@27.Deixeaquiseucomentáriocríticaeousugestãosobreoatendimentonas;@28.Vocêjárecorreuàorientaçãonanormalizaçãodetrabalhosacadêmicos;@29.Sesimqualoseugraudesatisfaçãoquantoaessaorientação;@30.Vocêjáacessoualgumdosrecursoseouferramentasdeauxílioànormali;@31.Sesimqualoseugraudesatisfaçãoquantoaessesrecursos;@32.Naelaboraçãodetrabalhosacadêmicoscomovocêcostumafazeroseulev;@33.Vocêjásolicitouelaboraçãodefichacatalográficaemalgumadasbibl;@34.Sesimqualoseugraudesatisfaçãoquantoàeficiêncianaelaboraçãoen;@35.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@36.VocêjáparticipoudealgumdostreinamentosoferecidospeloSistemad;@37.Sesimqualoseugraudesatisfaçãoquantoaessetreinamento;@38.Vocêjáfezusodealgumdostutoriaisdisponibilizadosnositedabibli;@39.Sesimqualoseugraudesatisfaçãoquantoaessestutorialis;@40.Deixeaquiseucomentáriocríticaeousugestãosobreasatividadesdee;@41.Abibliografiadasdisciplinasdoseucursoestádisponívelnasbiblio;@42.Aquantidademáximadematerialbibliográficoemprestadoporusuário;@43.Aquantidademáximadediasdeempréstimoéde25diasparaalunospesqui;@44.Vocêjáacessoualgumdoscanaiseouferramentasdedivulgaçãodenovas;@45.Oacervodelivroseletrônicosebookscontemplaademandadoseucurso;@46.Deixeaquiseucomentáriocríticaeousugestãosobreacomposiçãodoac;@47.Nasuaopiniãoaclimatizaçãonasbibliotecasquevocêfrequentasãosa;@48.Nasuaopiniãoaluminosidadenasbibliotecasquevocêfrequentasãosa;@49.Nasuaopiniãoaquantidadedemobíliamesascadeirasetc.existentena;@50.Comovocêconsideraaquantidadedecomputadoresdisponibilizadospa;@51.QualoseugraudesatisfaçãocomaqualidadedaredeWiFiinternetsemfi;@52.Deixeaquiseucomentáriocríticaeousugestãosobreainfraestrutura;@53.Ascondiçõesdeacessibilidadenoentornodasbibliotecasquevocêfre;@54.Ascondiçõesdeacessibilidadenoprédiodasbibliotecasquevocêfreq;@55.Nasuaopiniãoosservidoresresponsáveispeloatendimentonasbiblio;@56.VocêconheceoserviçoBUemLibrasdisponívelnapáginadaBibliotecaU;@57.SesimqualoseugraudesatisfaçãoquantoaoserviçoBUemLibras;@58.Oserviçodelevantamentobibliográficoparapessoascomdeficiência;@59.Oserviçodedigitalizaçãodematerialbibliográficoparapessoascom;@60.Apesquisanocatálogoonlinefeitapormeiodomóduloacessibilidaded;@61.Acomposiçãodoacervoemformatoacessíveltaiscomodisponibilizaçã;@62.Deixeaquiseucomentáriocríticaeousugestãosobreaacessibilidade;@63.NasuaopiniãoestequestionáriocontemploutodasasdimensõesdoSist;@64.Qualoseugraudecompreensãodasquestõesaoresponderestequestioná;@65.Deixeaquiseucomentáriocríticaeousugestãosobreaestruturadeste
21;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Levantamento bibliográfico automatizado, Treinamentos de usuários (normalização, bases de dados etc.), Tutoriais (passo a passo de como utilizar os serviços oferecidos);Banners, Facebook, Biblionotícias, Notificações enviadas por e-mail, Página inicial do catálogo online, Portal da UFC;Sim;Sim;4;1;3;4;4; ;Sim;2;Sim;3;Sim;5;Não;9;4;A BCH está melhorando o atendimento, os técnicos que ficam no balcão estão melhorando o atendimento. Na BCH pode melhorar com menos livros velhos e mais livros sem mofo e não velhos. A Biblioteca da FEAAC, está deixando muito a desejar, há uma série de restrições aos usuários, os computadores de lá não permitem ler monografias nem qualquer arquivos anexados ao catálogo (por conta de restrições no PC), não pode entrar com caderno, enfim tenho evitado andar na BFEAAC porque me dá mais problemas do que soluções.;Não;9;Sim;5;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9;Acho ótimo a disponibilização de bibliotecários para fazer essa orientação, e os treinamentos e guias de normalização são ótimos orientadores, bem explicativos. Parabenizo a todos por esse excelente trabalho.;Sim;4;Sim;4;Parabenizo mais uma vez a todos pelos treinamentos, só sugiro ter mais desses treinamentos em horários diversificados.;Parcialmente;Suficiente;Suficiente;Sim;Não sei;Sobre a BCH, sugiro atualizarem o acervo para comprarem as mesmas edições (ou se possíveis novas) para que tenha menos livros velhos e mais novos, mas não novos no sentido de edições novas, pois alguns tem edições antigas, mas que sejam livros com menos sujeira e poeira.;Sim;Sim;Sim;Suficiente;3; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;5;O questionário é muito grande
22;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Arquitetura e Urbanismo;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Arquitetura (BCA);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo, Solicitação de declaração de nada consta;Facebook, Portal da UFC;Sim;Sim;5;5;5;5;5; ;Sim;3;Sim;4;Sim;4;Não conheço;9;5; ;Não;9;Sim;5;Nunca fiz levantamento bibliográfico;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei; ;Sim;Sim;Sim;Insuficiente;5; ;Sim;Sim;Não;Sim;5;Sim;Sim;Sim;Sim; ;Sim;4; 
23;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Administração;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares;Nenhum;Sim;Parcialmente;3;3;2;2;3; ;Sim;4;Sim;4;Não;9;Não conheço;9;9; ;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Não;9; ;Sim;4;Sim;4; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Parcialmente;Insuficiente;3; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Parcialmente;5; 
24;21-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Pedagogia;Biblioteca de Ciências Humanas (BCH);Não; ;Consulta ao catálogo online, Consulta local ao acervo físico, Salas de estudo;Folders, Site da biblioteca, Portal da UFC;Sim;Não;5;5;5;5;5; ;Não;5;Sim;5;Sim;5;Não;9;9; ;Não;9;Não;9;Nunca fiz levantamento bibliográfico;Não;9; ;Sim;5;Sim;4; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Parcialmente;Suficiente;5; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço; ;Não conheço; ;Sim;5; 
25;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Administração;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Levantamento bibliográfico automatizado, Mecanismo online para referências (MORE), Salas de estudo;Site da biblioteca, Portal da UFC;Sim;Sim;3;3;3;4;4; ;Sim;3;Sim;4;Sim;4;Não conheço;9;3; ;Não;9;Sim;3;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não;9;Não;9; ;Sim;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Sim;Suficiente;3; ;Parcialmente;Parcialmente;Sim;Não;9; ; ; ; ; ;Parcialmente;4; 
26;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Filosofia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Consulta local ao acervo físico, Internet sem fio (Wi-Fi), Salas de estudo, Solicitação de declaração de nada consta, Treinamentos de usuários (normalização, bases de dados etc.), Tutoriais (passo a passo de como utilizar os serviços oferecidos);Site da biblioteca, Portal da UFC;Sim;Não;4;3;3;3;3; ;Sim;2;Sim;4;Sim;4;Não conheço;9;5; ;Sim;4;Sim;4;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Sim;4;Sim;4; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Parcialmente;Não;Insuficiente;2; ;Sim;Sim;Parcialmente;Sim;4;Parcialmente;Parcialmente;Parcialmente; ; ;Não;3; 
27;21-mar-2016;Aluno;Masculino;Pós-Graduação – Mestrado;Física;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares;Facebook, Notificações enviadas por e-mail, Portal da UFC;Sim;Sim;4;4;4;4;5; ;Sim;5;Sim;5;Sim;5;Não;9;5; ;Não;9;Sim;5;Pesquiso no catálogo online;Sim;5; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei;Acho que 16 livros é mais do que suficiente para os alunos da ufc, melhor seria disponibilizar alguns exemplares, sob alguns critérios, para empréstimo à sociedade em geral. Aumentaria a interação da universidade com a sociedade e difundiria o conhecimento. Liberar 2 ou 3 livros para não estudantes da ufc, sob um prazo de 14 dias, não afetaria a rotina dos alunos. Livros muito concorridos poderiam ser restringidos parcialmente a alunos da ufc, o importante é que muitas obras paradas voltariam a circular. Abrir 20% do acervo da ufc faria uma grande diferença para a sociedade.;Sim;Sim;Sim;Suficiente;4; ;Sim;Não;Sim;Não;9; ; ; ; ;Os degrais da escada do bloco da biblioteca da física deveriam ser sinalizados e possuir corrimão. Hoje mesmo, vi uma menina cair, por tropeçar em um deles. Ela apenas se ralou, mas poderia ter sido pior. Melhor prevenir que remediar!;Sim;5; 
28;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Química;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Salas de estudo;Facebook, Site da biblioteca, Portal da UFC;Sim;Não;4;4;4;4;2;A UFC proporciona um espaço incrível para o aluno, entretanto às vezes o acesso ao wifi não é tão bom quanto o necessárioz, visto que algumas vezes o sinal nem pega. Quanto aos livros, suprem minhas necessidades, embora eu pense em comprar alguns pois a espera lá está grande e a biblioteca tem pouquíssimos exemplares desse determinado livro.;Sim;5;Sim;5;Sim;5;Não;9;9;O atendimento é o melhor possível, todos simpáticos e cordiais.;Não;9;Sim;4;Peço orientações a algum(a) bibliotecário(a) da UFC, Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Sim;4; ;Sim;Suficiente;Suficiente;Não conheço;Não;Alguns livros na área de química tem poucos exemplares.;Sim;Sim;Parcialmente;Suficiente;1;O sinal do wi-fi é péssimo, às vezes nem pega.;Sim;Sim;Sim;Não;9; ; ; ; ; ;Sim;5;Foi um questionário interessante de se responder, mesmo para uma aluna que entrou agora na universidade, porém já fez uso desse serviço primordial que o estudante tem acesso. Respondi rapidamente em torno de uns 5/10 minutos mais ou menos.
29;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, EndNote (Gerenciador de Referências Bibliográficas), Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES, Salas de estudo;Cartazes, Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Parcialmente;4;3;2;2;4; ;Sim;3;Sim;3;Sim;4;Não;9;4; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;4;Sim;4; ;Sim;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Sim;Suficiente;2; ;Parcialmente;Parcialmente;Sim;Não;9; ; ; ; ; ;Parcialmente;4; 
30;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Outro;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Física (BCF);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Cartazes, Facebook, Notificações enviadas por e-mail, Portal da UFC;Sim;Parcialmente;3;3;3;3;3; ;Sim;4;Sim;3;Não sei;9;Não conheço;9;3; ;Não conheço;9;Não conheço;9;Pesquiso em outros sites na Internet;Não conheço;9; ;Não;9;Não conheço;9; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei;O acervo da BCT não atende de forma satisfatória a demanda de todos os cursos do CT, principalmente durante os primeiros anos dos cursos que possuem várias disciplinas comuns entre si e que utilizam o mesmo livro como bibliografia principal.;Sim;Sim;Não;Insuficiente;1;"A rede wi-fi da BCT possui qualidade totalmente ruim. Além de ser lenta, muitos alunos encontram problemas para se conectar. 
As salas de estudos da BCT não satisfazem a demanda dos alunos.
A sala de estudos do primeiro andar deveria ficar aberta até o horário permitido para a sala de estudos do térreo.";Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Parcialmente;Não conheço; ;Sim;4;Achei muito bom a utilização de videos em libras utilizados no questionário.
31;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Administração;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC);Não; ;Atendimento presencial na(s) biblioteca(s);Site da biblioteca, Portal da UFC;Sim;Parcialmente;3;3;3;3;3; ;Sim;1;Sim;2;Não sei;9;Não conheço;9;4;"Na biblioteca da FEAACS existe uma ""estante"" que impossibilita a visualização do funcionário quando o mesmo realiza algum trabalho interno. Logo, no momento do aluguel ou devolução temos que chamar o atendente ou bibliotecário.";Não conheço;9;Sim;4;Pesquiso em outros sites na Internet;Não conheço;9; ;Não;9;Não conheço;9;As atividades de educação devem ser mais divulgadas.;Parcialmente;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Parcialmente;Suficiente;4; ; ;Sim;Sim; ;9; ; ; ; ; ;Sim;3; 
32;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Finanças;Biblioteca do Campus de Sobral (BCSO);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Solicitação de declaração de nada consta;Site da biblioteca, Portal da UFC;Sim;Sim;5;5;4;5;5; ;Sim;5;Sim;5;Sim;5;Não conheço;9;5; ;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Sim;Suficiente;Suficiente;Não;Sim; ;Sim;Sim;Sim;Insuficiente;4; ;Não;Parcialmente;Sim;Não;9; ; ; ; ; ;Sim;5; 
33;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Biblioteconomia;Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Cartazes, Facebook, Site da biblioteca, Portal da UFC;Sim;Sim;4;9;3;3;2;Deviam criam um mecanismo para receber as necessidades de informações do usuário.;Sim;3;Sim;4;Sim;4;Não;9;9; ;Não;9;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não conheço;9; ;Sim;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Não;Insuficiente;2; ;Não;Parcialmente;Não;Não;9;Não conheço;Não conheço;Não conheço;Parcialmente; ;Sim;5; 
34;21-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Letras (Português);Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Banners, Cartazes, Facebook, Portal da UFC;Sim;Sim;4;3;3;3;4; ;Sim;4;Sim;4;Sim;4;Não;9;3; ;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Sim;Suficiente;Suficiente;Sim;Não sei; ;Sim;Sim;Sim;Suficiente;4; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;3; 
35;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Direito;Biblioteca da Faculdade de Direito (BFD), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca de Pós-Graduação em Economia (BPGEC);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Salas de estudo;Facebook, Site da biblioteca;Sim;Sim;4;4;4;4;5; ;Sim;5;Não;9;Sim;5;Não conheço;9;9; ;Não;9;Sim;4;Nunca fiz levantamento bibliográfico;Não;9; ;Não;9;Sim;5; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei; ;Sim;Sim;Sim;Suficiente;3; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Sim;Sim; ;Sim;4; 
36;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Medicina;Biblioteca de Ciências da Saúde (BCS);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Salas de estudo;Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca;Sim;Sim;4;4;4;4;4; ;Sim;4;Sim;4;Sim;4;Não conheço;9;4; ;Não;9;Sim;4;Pesquiso em bibliotecas digitais na Internet;Não;9; ;Não;9;Não;9; ;Não;Suficiente;Suficiente;Sim;Não; ;Sim;Sim;Não;Insuficiente;1;A wi-fi nunca funciona, é horrível. Para acessar um email ou um site nunca funcionou para mim, nem no celular, ou tablet ou computador.;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;5; 
37;21-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Administração;Biblioteca da Faculdade de Direito (BFD), Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Livros eletrônicos (e-books), Orientação presencial na normalização de trabalhos acadêmicos, Portal de Periódicos da CAPES, Salas de estudo, Treinamentos de usuários (normalização, bases de dados etc.);Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca;Sim;Parcialmente;3;4;3;1;2; ;Não;1;Sim;3;Sim;1;Não conheço;9;4; ;Sim;5;Sim;3;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;4;Sim;3; ;Não;Suficiente;Suficiente;Sim;Não sei; ;Sim;Sim;Sim;Suficiente;1; ;Não;Parcialmente;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;4; 
38;21-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Ciência da Computação;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo, Solicitação de declaração de nada consta;Cartazes, Notificações enviadas por e-mail, Página inicial do catálogo online;Sim;Sim;4;4;4;4;4; ;Sim;4;Sim;4;Não;9;Não conheço;9;5; ;Não;9;Não;9;Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Sim;Suficiente;Suficiente;Não;Não sei; ;Não;Parcialmente;Não;Suficiente;4; ;Sim;Sim;Sim;Não;9; ; ; ; ; ;Sim;5; 
